State,Caste,Religion,Groom_Age,Bride_Age,Groom_Education_Yrs,Bride_Education_Yrs,Groom_Income_Monthly,Bride_Income_Monthly,Occupation,Marriage_Type,Area,Family_Type,Dowry_Amount_INR
Uttar Pradesh,OBC,Hindu,33,29,20,19,101963,6795,Govt Job,Love,Rural,Nuclear,693217
Tamil Nadu,SC,Muslim,24,27,13,18,149397,18300,Private Job,Arranged,Rural,Nuclear,1243890
Rajasthan,OBC,Sikh,28,20,17,20,54823,21902,Unemployed,Arranged,Urban,Nuclear,232917
Punjab,General,Sikh,23,28,15,16,118022,56940,Business,Arranged,Urban,Nuclear,2415729
Punjab,ST,Christian,22,22,14,16,92854,9197,Private Job,Love,Urban,Joint,310076
Uttar Pradesh,SC,Christian,32,24,20,13,11501,55229,Farmer,Love,Rural,Nuclear,102526
Tamil Nadu,General,Muslim,21,26,18,11,124381,79187,Govt Job,Love,Urban,Nuclear,988827
Maharashtra,OBC,Christian,22,29,15,17,105004,63439,Govt Job,Love,Urban,Nuclear,619092
Haryana,OBC,Hindu,29,18,15,8,70107,7769,Farmer,Arranged,Urban,Nuclear,721387
Kerala,General,Muslim,22,21,11,19,113232,32155,Govt Job,Love,Rural,Joint,1023877
Gujarat,OBC,Muslim,22,29,20,20,94047,4818,Govt Job,Arranged,Urban,Nuclear,1520520
Karnataka,OBC,Hindu,23,19,10,18,138835,39170,Private Job,Arranged,Rural,Joint,1574342
Maharashtra,OBC,Christian,21,25,17,16,44370,22104,Private Job,Love,Rural,Joint,194784
Gujarat,OBC,Sikh,31,25,17,14,11811,68788,Private Job,Love,Rural,Nuclear,108652
Maharashtra,ST,Christian,33,23,19,17,53334,13589,Farmer,Arranged,Urban,Joint,269762
Tamil Nadu,General,Sikh,27,28,10,9,11507,2425,Farmer,Love,Rural,Joint,102115
Kerala,OBC,Muslim,21,18,14,8,22773,32184,Private Job,Love,Urban,Joint,156290
Kerala,SC,Sikh,34,30,11,19,17746,6632,Govt Job,Arranged,Urban,Nuclear,170602
Karnataka,OBC,Hindu,32,25,17,18,10331,3585,Farmer,Arranged,Urban,Nuclear,168407
Maharashtra,SC,Muslim,25,25,18,8,33318,12508,Unemployed,Arranged,Rural,Nuclear,174594
Punjab,General,Christian,22,24,13,16,125635,60153,Farmer,Love,Urban,Nuclear,725168
Haryana,General,Sikh,22,28,11,15,69868,818,Farmer,Arranged,Rural,Joint,937701
Karnataka,SC,Hindu,28,21,12,14,56429,16635,Farmer,Love,Rural,Nuclear,236435
Haryana,SC,Christian,27,21,10,9,59325,59081,Business,Love,Rural,Joint,255367
Rajasthan,OBC,Hindu,21,18,19,8,141293,66408,Private Job,Love,Rural,Nuclear,663293
Bihar,General,Sikh,25,28,13,19,147690,48772,Private Job,Love,Rural,Joint,809018
Gujarat,ST,Hindu,33,23,16,11,72781,44257,Private Job,Arranged,Rural,Nuclear,460758
Bihar,OBC,Muslim,31,21,10,20,63013,66705,Govt Job,Love,Urban,Joint,515054
Uttar Pradesh,General,Sikh,30,25,12,15,126104,7966,Private Job,Love,Urban,Nuclear,667317
Rajasthan,OBC,Sikh,23,27,10,17,15287,43707,Unemployed,Arranged,Urban,Joint,133588
Karnataka,SC,Muslim,28,18,17,15,71972,33299,Govt Job,Arranged,Rural,Joint,841286
Haryana,ST,Hindu,28,25,11,16,82444,43829,Govt Job,Love,Rural,Joint,521404
Tamil Nadu,OBC,Muslim,24,25,20,13,42527,62519,Farmer,Love,Rural,Nuclear,107179
Punjab,OBC,Sikh,24,25,14,8,66309,27308,Farmer,Love,Urban,Joint,366344
Kerala,General,Christian,29,26,12,10,99450,48543,Govt Job,Love,Urban,Joint,881113
Tamil Nadu,OBC,Muslim,21,18,17,13,132788,61162,Govt Job,Arranged,Urban,Nuclear,2160052
Karnataka,OBC,Sikh,33,28,20,12,141421,61310,Business,Love,Urban,Nuclear,848365
Haryana,OBC,Sikh,26,18,17,12,84014,78255,Farmer,Love,Rural,Joint,450612
Bihar,OBC,Christian,32,18,20,15,105735,10405,Govt Job,Love,Rural,Nuclear,634286
Uttar Pradesh,ST,Muslim,29,23,11,11,147097,21887,Business,Love,Rural,Joint,589956
Haryana,General,Muslim,34,29,10,20,119957,76135,Govt Job,Arranged,Urban,Joint,2859242
Karnataka,ST,Sikh,31,29,12,14,22943,39355,Govt Job,Arranged,Urban,Joint,194003
Kerala,General,Muslim,34,30,13,14,126625,74888,Business,Love,Urban,Joint,1107114
Tamil Nadu,OBC,Sikh,32,22,18,13,16010,13788,Unemployed,Love,Rural,Nuclear,-30576
Maharashtra,OBC,Muslim,27,28,13,10,90064,55742,Business,Love,Urban,Nuclear,483927
Gujarat,ST,Muslim,35,18,12,16,12300,4949,Private Job,Love,Urban,Joint,58390
Uttar Pradesh,OBC,Muslim,31,26,19,11,48141,46458,Business,Love,Urban,Joint,232688
Tamil Nadu,General,Hindu,24,25,15,14,83012,15218,Farmer,Arranged,Urban,Joint,984431
Karnataka,SC,Muslim,21,23,11,20,97037,68305,Govt Job,Love,Urban,Joint,506942
Gujarat,SC,Christian,24,27,10,8,143291,59887,Unemployed,Arranged,Rural,Joint,721430
Tamil Nadu,OBC,Hindu,25,28,20,8,36838,60824,Govt Job,Love,Urban,Nuclear,284750
Kerala,OBC,Sikh,32,30,16,12,98748,79306,Private Job,Arranged,Urban,Joint,1292055
Bihar,SC,Hindu,23,24,12,8,93576,43446,Private Job,Love,Urban,Joint,329735
Uttar Pradesh,ST,Christian,33,23,16,8,57848,22947,Farmer,Love,Urban,Joint,203100
Karnataka,ST,Christian,33,26,17,8,120701,11588,Private Job,Arranged,Rural,Joint,884441
Karnataka,OBC,Hindu,32,18,12,16,22878,33685,Unemployed,Love,Urban,Joint,99698
Rajasthan,OBC,Christian,34,18,10,15,41541,75495,Business,Love,Rural,Nuclear,180155
Rajasthan,OBC,Sikh,25,18,13,11,56300,43643,Business,Arranged,Urban,Nuclear,831329
Punjab,SC,Muslim,21,26,13,14,79395,26580,Unemployed,Arranged,Rural,Joint,441972
Karnataka,OBC,Muslim,31,25,12,18,49313,41406,Farmer,Arranged,Urban,Joint,424127
Bihar,SC,Hindu,34,29,11,10,112556,43849,Farmer,Love,Urban,Nuclear,340836
Haryana,SC,Muslim,22,28,16,13,11075,75212,Private Job,Arranged,Urban,Nuclear,67750
Gujarat,OBC,Hindu,32,22,13,12,79197,39602,Business,Love,Rural,Nuclear,492537
Tamil Nadu,SC,Sikh,35,27,14,20,132217,16182,Unemployed,Arranged,Rural,Joint,715033
Haryana,General,Hindu,21,30,14,14,118655,24913,Business,Arranged,Rural,Joint,2311192
Maharashtra,ST,Muslim,21,19,17,15,100226,61880,Business,Love,Urban,Joint,323407
Gujarat,SC,Christian,28,21,13,19,27404,13421,Business,Love,Rural,Joint,48136
Haryana,OBC,Hindu,34,29,20,19,140032,67609,Farmer,Arranged,Urban,Joint,1640448
Kerala,ST,Christian,22,19,13,17,91148,28186,Private Job,Arranged,Rural,Joint,788401
Gujarat,SC,Hindu,21,23,18,17,126562,37898,Farmer,Love,Rural,Nuclear,375165
Karnataka,ST,Sikh,23,28,18,9,78460,11807,Govt Job,Arranged,Rural,Joint,794342
Punjab,ST,Hindu,28,20,11,12,80032,49918,Business,Love,Rural,Joint,414588
Haryana,OBC,Muslim,33,25,17,12,105399,51259,Private Job,Love,Urban,Nuclear,441263
Gujarat,General,Hindu,27,20,20,11,106422,11992,Govt Job,Love,Urban,Joint,891935
Kerala,General,Sikh,26,29,14,18,110097,6647,Unemployed,Arranged,Urban,Nuclear,1003293
Karnataka,General,Christian,22,26,17,13,140250,70761,Private Job,Love,Urban,Nuclear,725394
Bihar,SC,Christian,21,19,11,18,66080,11606,Business,Love,Rural,Nuclear,265705
Haryana,ST,Hindu,25,22,20,19,20860,72200,Business,Arranged,Rural,Nuclear,304935
Karnataka,OBC,Hindu,32,25,17,12,107829,59956,Unemployed,Arranged,Urban,Joint,650122
Uttar Pradesh,OBC,Muslim,32,25,12,10,129976,52199,Private Job,Arranged,Urban,Joint,1430322
Punjab,General,Christian,26,28,13,15,34496,69785,Unemployed,Love,Rural,Nuclear,155524
Tamil Nadu,General,Christian,25,24,16,18,10629,38540,Farmer,Arranged,Rural,Joint,43809
Karnataka,General,Christian,35,29,15,11,29043,78136,Farmer,Love,Rural,Joint,89926
Gujarat,ST,Christian,21,28,13,16,111042,30954,Unemployed,Arranged,Rural,Joint,458967
Bihar,General,Sikh,22,30,19,10,67481,57780,Govt Job,Arranged,Rural,Nuclear,1271546
Punjab,OBC,Muslim,31,24,10,14,84022,31585,Business,Arranged,Urban,Nuclear,1401037
Punjab,ST,Christian,28,22,13,18,149615,7874,Farmer,Love,Rural,Joint,434942
Tamil Nadu,OBC,Christian,22,23,18,17,14572,28880,Business,Love,Urban,Nuclear,115830
Maharashtra,General,Christian,31,25,14,9,32955,4764,Business,Arranged,Urban,Joint,539803
Karnataka,General,Muslim,26,21,19,12,11901,79676,Business,Love,Rural,Nuclear,134372
Uttar Pradesh,SC,Hindu,25,23,10,16,108871,56759,Business,Love,Urban,Nuclear,431321
Rajasthan,OBC,Sikh,27,27,17,20,21124,8208,Farmer,Love,Rural,Joint,21054
Karnataka,ST,Sikh,26,24,10,11,106600,37394,Business,Arranged,Rural,Joint,1066377
Karnataka,General,Muslim,29,22,11,10,103544,54370,Unemployed,Love,Urban,Nuclear,290159
Bihar,General,Hindu,25,18,15,15,40132,40821,Govt Job,Love,Rural,Nuclear,247483
Tamil Nadu,General,Hindu,29,30,11,12,62318,4516,Unemployed,Arranged,Urban,Nuclear,398977
Tamil Nadu,General,Muslim,29,28,16,19,28533,12975,Business,Love,Urban,Joint,246638
Maharashtra,OBC,Hindu,30,20,17,8,141064,27982,Farmer,Arranged,Urban,Joint,1379468
Rajasthan,ST,Hindu,29,30,20,11,125324,64501,Business,Arranged,Urban,Joint,1127762
Tamil Nadu,General,Sikh,35,23,10,19,113396,655,Govt Job,Arranged,Rural,Joint,2203261
Haryana,OBC,Hindu,31,28,11,20,141687,9423,Govt Job,Arranged,Urban,Nuclear,2856049
Karnataka,ST,Muslim,27,23,18,9,115392,62129,Govt Job,Love,Urban,Joint,475669
Gujarat,OBC,Muslim,33,19,18,13,115470,7253,Govt Job,Love,Urban,Nuclear,879304
Karnataka,ST,Sikh,34,25,20,20,90612,22127,Govt Job,Love,Rural,Nuclear,387258
Maharashtra,ST,Hindu,25,19,14,8,26778,42254,Govt Job,Arranged,Rural,Nuclear,334258
Uttar Pradesh,OBC,Christian,25,24,13,9,35494,19722,Business,Love,Urban,Nuclear,243287
Karnataka,ST,Hindu,24,27,11,8,141705,43707,Private Job,Love,Rural,Nuclear,394951
Tamil Nadu,General,Muslim,25,24,14,15,112174,56710,Private Job,Arranged,Rural,Nuclear,1428913
Punjab,OBC,Sikh,26,27,14,12,79515,66498,Govt Job,Love,Rural,Nuclear,646356
Gujarat,General,Sikh,26,23,17,8,94644,1160,Business,Love,Urban,Joint,665298
Uttar Pradesh,OBC,Muslim,31,24,19,11,60335,46796,Govt Job,Arranged,Urban,Joint,966898
Bihar,General,Sikh,35,20,16,18,16608,4238,Govt Job,Love,Urban,Joint,137859
Karnataka,ST,Sikh,24,26,12,18,35030,2884,Unemployed,Arranged,Urban,Nuclear,208936
Punjab,SC,Muslim,35,25,12,17,146740,66457,Farmer,Arranged,Urban,Nuclear,1450570
Kerala,ST,Hindu,32,29,19,11,50808,2209,Private Job,Arranged,Rural,Joint,469505
Bihar,General,Muslim,29,28,19,20,35591,46867,Private Job,Love,Urban,Nuclear,278211
Karnataka,SC,Sikh,30,25,10,13,92393,47006,Farmer,Arranged,Rural,Joint,675337
Bihar,General,Sikh,24,30,17,9,140687,68338,Unemployed,Arranged,Urban,Joint,1132452
Kerala,SC,Sikh,30,25,10,19,132547,68746,Govt Job,Arranged,Rural,Joint,2094895
Haryana,SC,Sikh,21,21,11,16,10059,16253,Unemployed,Love,Rural,Joint,-20192
Maharashtra,General,Christian,28,24,17,18,110593,76369,Govt Job,Arranged,Urban,Nuclear,2132283
Uttar Pradesh,ST,Hindu,29,20,16,13,131687,34849,Unemployed,Arranged,Rural,Nuclear,639980
Punjab,OBC,Hindu,32,28,18,8,149931,33040,Business,Arranged,Urban,Nuclear,2524061
Maharashtra,SC,Muslim,29,24,17,12,123152,9398,Unemployed,Love,Rural,Nuclear,184173
Punjab,OBC,Muslim,25,20,11,19,86078,29266,Unemployed,Arranged,Rural,Nuclear,758136
Uttar Pradesh,General,Hindu,34,27,18,11,43414,62504,Govt Job,Arranged,Urban,Nuclear,906411
Bihar,General,Hindu,21,19,18,14,59544,18357,Unemployed,Love,Urban,Joint,207383
Gujarat,General,Hindu,26,22,12,19,114181,30690,Business,Arranged,Rural,Nuclear,1927373
Haryana,General,Hindu,34,18,11,8,112517,52245,Private Job,Love,Rural,Joint,680179
Rajasthan,OBC,Christian,29,21,14,10,14056,57672,Business,Arranged,Urban,Joint,215098
Kerala,General,Sikh,26,29,12,12,94056,37960,Business,Arranged,Rural,Joint,1986446
Maharashtra,SC,Muslim,35,21,14,13,68098,34520,Business,Arranged,Rural,Nuclear,764411
Uttar Pradesh,OBC,Sikh,21,27,13,11,81439,57475,Private Job,Love,Urban,Nuclear,466679
Tamil Nadu,SC,Sikh,27,25,15,13,90732,31603,Business,Arranged,Urban,Nuclear,957691
Gujarat,OBC,Muslim,35,28,11,17,131012,57729,Unemployed,Love,Urban,Joint,344887
Gujarat,SC,Sikh,30,23,12,10,33922,68563,Business,Love,Rural,Joint,131282
Tamil Nadu,OBC,Hindu,23,27,11,15,31833,61244,Farmer,Love,Rural,Joint,71801
Gujarat,OBC,Christian,26,29,10,18,107235,46026,Govt Job,Love,Urban,Nuclear,700096
Gujarat,SC,Muslim,23,24,12,13,59496,20868,Private Job,Love,Rural,Nuclear,223152
Bihar,OBC,Christian,28,26,14,8,25530,78964,Farmer,Love,Rural,Nuclear,127310
Uttar Pradesh,General,Christian,21,25,11,19,95097,74079,Business,Arranged,Rural,Joint,1715661
Maharashtra,General,Muslim,21,20,13,17,120754,79946,Unemployed,Love,Rural,Joint,399975
Tamil Nadu,SC,Sikh,24,29,10,12,73182,14170,Business,Arranged,Urban,Joint,866167
Tamil Nadu,ST,Christian,34,23,18,8,17971,23258,Govt Job,Love,Urban,Nuclear,78782
Punjab,OBC,Hindu,34,30,13,19,54697,79774,Private Job,Arranged,Rural,Nuclear,805903
Kerala,OBC,Christian,29,21,14,13,91092,3292,Private Job,Arranged,Rural,Joint,1322336
Haryana,OBC,Muslim,33,24,12,9,65072,56615,Business,Love,Rural,Joint,473208
Karnataka,ST,Christian,21,19,19,11,120838,2765,Govt Job,Arranged,Rural,Nuclear,1219166
Kerala,General,Muslim,28,21,15,12,143824,69909,Private Job,Love,Rural,Nuclear,870021
Punjab,OBC,Hindu,29,26,20,13,80595,33056,Unemployed,Love,Rural,Joint,269421
Kerala,General,Christian,21,25,18,16,44837,26087,Private Job,Arranged,Urban,Joint,722282
Tamil Nadu,ST,Muslim,33,26,19,20,140774,12058,Private Job,Arranged,Urban,Joint,1020339
Uttar Pradesh,ST,Hindu,33,20,20,14,140777,48608,Farmer,Arranged,Rural,Nuclear,909904
Karnataka,ST,Muslim,26,26,14,11,54367,24662,Govt Job,Love,Rural,Joint,228690
Maharashtra,ST,Sikh,23,26,14,10,116885,15044,Business,Arranged,Urban,Joint,1031843
Gujarat,OBC,Sikh,31,25,15,12,134019,6538,Govt Job,Arranged,Urban,Nuclear,2231370
Karnataka,General,Hindu,32,24,19,10,66500,10663,Private Job,Arranged,Rural,Joint,957249
Maharashtra,General,Christian,27,19,19,18,55248,52889,Govt Job,Arranged,Rural,Nuclear,1128332
Tamil Nadu,SC,Hindu,27,25,14,9,122800,6930,Farmer,Love,Rural,Joint,402503
Karnataka,ST,Hindu,25,29,13,14,66550,78605,Farmer,Love,Urban,Joint,219184
Karnataka,SC,Muslim,22,23,19,17,19936,64352,Govt Job,Love,Rural,Nuclear,83120
Tamil Nadu,SC,Hindu,22,22,18,20,10302,61236,Govt Job,Arranged,Urban,Nuclear,105937
Rajasthan,SC,Hindu,34,20,18,16,78096,73811,Business,Arranged,Urban,Nuclear,825571
Kerala,OBC,Christian,30,29,12,11,83486,71524,Business,Love,Urban,Nuclear,566783
Rajasthan,SC,Hindu,24,23,11,10,41781,45107,Business,Love,Urban,Nuclear,163571
Uttar Pradesh,General,Christian,30,21,15,12,52804,47430,Unemployed,Love,Urban,Nuclear,225162
Tamil Nadu,ST,Muslim,30,29,17,16,85134,19364,Business,Love,Rural,Nuclear,286121
Kerala,General,Hindu,31,25,14,17,36477,24795,Farmer,Love,Rural,Joint,164718
Rajasthan,SC,Muslim,31,21,14,8,73056,44195,Business,Love,Urban,Nuclear,420036
Kerala,SC,Muslim,34,29,20,14,99236,77935,Govt Job,Love,Rural,Joint,584755
Gujarat,General,Muslim,31,18,19,17,79798,71206,Business,Arranged,Urban,Joint,1356262
Uttar Pradesh,ST,Hindu,31,26,18,19,113954,74845,Farmer,Arranged,Rural,Joint,740476
Tamil Nadu,General,Sikh,21,29,13,10,82308,42757,Business,Arranged,Urban,Nuclear,1334170
Punjab,SC,Christian,23,27,18,15,64830,39062,Unemployed,Love,Rural,Nuclear,220478
Karnataka,SC,Sikh,35,29,12,8,97816,9232,Govt Job,Love,Urban,Joint,530717
Bihar,OBC,Hindu,29,18,13,13,137003,64503,Govt Job,Love,Rural,Joint,982139
Maharashtra,General,Muslim,28,22,20,14,80480,45798,Unemployed,Arranged,Rural,Joint,593782
Haryana,OBC,Christian,23,29,11,17,50811,71274,Private Job,Love,Rural,Nuclear,273238
Tamil Nadu,ST,Sikh,27,28,15,17,64714,25029,Farmer,Love,Rural,Nuclear,165047
Uttar Pradesh,SC,Sikh,31,23,15,15,118774,1409,Unemployed,Arranged,Rural,Nuclear,618941
Kerala,SC,Muslim,27,25,20,10,88010,64470,Govt Job,Arranged,Urban,Nuclear,1273822
Rajasthan,ST,Christian,35,27,17,18,58106,29031,Farmer,Love,Rural,Joint,151968
Rajasthan,OBC,Muslim,32,28,17,16,81664,70994,Farmer,Love,Urban,Joint,252066
Bihar,General,Christian,33,19,14,9,24791,19222,Private Job,Love,Rural,Nuclear,146829
Punjab,ST,Sikh,21,24,16,14,111346,69326,Farmer,Love,Urban,Joint,230277
Haryana,General,Hindu,21,21,17,9,21321,45449,Govt Job,Love,Rural,Joint,106985
Kerala,SC,Sikh,34,29,16,17,85631,16530,Business,Arranged,Urban,Nuclear,1176394
Gujarat,OBC,Muslim,34,18,20,17,103595,20787,Unemployed,Love,Urban,Nuclear,246148
Gujarat,SC,Sikh,31,22,14,13,36977,78168,Farmer,Arranged,Urban,Nuclear,233481
Haryana,SC,Christian,30,21,19,19,69341,59077,Private Job,Arranged,Rural,Nuclear,770820
Gujarat,SC,Muslim,23,27,17,10,89430,5382,Unemployed,Arranged,Urban,Nuclear,472474
Haryana,SC,Sikh,31,24,13,18,92777,65683,Farmer,Arranged,Urban,Joint,895297
Gujarat,ST,Christian,30,20,10,16,84157,22453,Business,Arranged,Urban,Nuclear,757516
Kerala,ST,Muslim,35,29,18,19,128938,71104,Private Job,Love,Urban,Joint,567213
Punjab,General,Christian,33,25,17,16,31994,41411,Unemployed,Arranged,Urban,Joint,269238
Gujarat,OBC,Christian,28,27,14,18,55236,11030,Farmer,Arranged,Rural,Joint,634061
Rajasthan,General,Muslim,35,19,17,17,25845,33100,Business,Arranged,Rural,Nuclear,433712
Gujarat,SC,Hindu,33,18,15,9,129578,77613,Private Job,Arranged,Urban,Joint,1018687
Tamil Nadu,General,Christian,27,29,17,12,130316,34836,Private Job,Arranged,Rural,Nuclear,1718250
Punjab,SC,Muslim,29,24,12,10,96545,35547,Private Job,Arranged,Urban,Nuclear,1000497
Karnataka,OBC,Sikh,27,27,15,9,82690,27008,Govt Job,Love,Urban,Joint,493187
Gujarat,ST,Christian,31,22,13,17,85828,34224,Business,Love,Rural,Nuclear,266302
Uttar Pradesh,OBC,Christian,32,23,14,20,54490,18738,Business,Arranged,Rural,Nuclear,777972
Haryana,General,Muslim,32,25,16,19,147440,75632,Govt Job,Love,Urban,Joint,1397525
Maharashtra,OBC,Muslim,29,25,13,17,132815,57254,Business,Arranged,Urban,Joint,1775721
Uttar Pradesh,OBC,Christian,35,27,13,17,27087,16202,Govt Job,Arranged,Rural,Nuclear,499591
Gujarat,SC,Christian,24,20,17,9,127973,69632,Business,Love,Urban,Nuclear,540915
Karnataka,OBC,Muslim,28,19,12,16,42723,13989,Govt Job,Love,Urban,Nuclear,215384
Gujarat,OBC,Hindu,24,20,12,9,19779,27949,Govt Job,Arranged,Rural,Joint,373406
Karnataka,SC,Muslim,31,26,19,13,99784,32766,Govt Job,Arranged,Rural,Joint,1271065
Kerala,OBC,Sikh,28,27,10,20,64807,12735,Unemployed,Arranged,Urban,Joint,574079
Gujarat,SC,Muslim,34,21,10,10,92685,74702,Govt Job,Arranged,Urban,Nuclear,1203631
Maharashtra,ST,Muslim,31,27,11,8,26836,27432,Farmer,Love,Rural,Joint,67550
Rajasthan,SC,Christian,32,21,10,14,136416,26744,Business,Arranged,Rural,Joint,1499760
Maharashtra,ST,Hindu,29,28,10,18,132466,26215,Unemployed,Love,Urban,Joint,246678
Karnataka,General,Christian,22,20,19,12,55111,73447,Farmer,Arranged,Urban,Nuclear,624122
Maharashtra,General,Sikh,33,19,10,14,147884,11507,Govt Job,Arranged,Urban,Joint,2841109
Tamil Nadu,General,Muslim,24,28,20,9,28456,19279,Private Job,Love,Rural,Nuclear,178466
Gujarat,SC,Christian,29,18,19,20,59230,16198,Business,Love,Rural,Nuclear,254572
Uttar Pradesh,General,Christian,26,20,13,16,93214,9784,Govt Job,Arranged,Rural,Joint,1819351
Kerala,OBC,Christian,21,19,10,8,48734,30681,Farmer,Love,Rural,Joint,286052
Gujarat,SC,Muslim,23,26,16,19,131682,19356,Govt Job,Arranged,Urban,Nuclear,1673251
Punjab,OBC,Sikh,29,30,16,10,103553,30547,Private Job,Arranged,Urban,Nuclear,1367651
Karnataka,SC,Sikh,25,29,17,16,96814,32597,Private Job,Love,Urban,Nuclear,299185
Rajasthan,General,Muslim,29,28,19,18,44499,19669,Farmer,Arranged,Rural,Joint,542175
Kerala,OBC,Sikh,23,21,17,12,79200,31295,Private Job,Love,Rural,Joint,435667
Karnataka,General,Christian,32,20,18,9,69533,14827,Govt Job,Love,Rural,Nuclear,587396
Bihar,SC,Sikh,23,22,10,18,29307,61273,Unemployed,Love,Urban,Nuclear,30829
Gujarat,ST,Muslim,27,20,18,10,79020,19887,Unemployed,Love,Urban,Joint,109862
Haryana,ST,Sikh,25,23,13,14,27220,62706,Farmer,Love,Urban,Joint,121920
Punjab,OBC,Christian,35,29,19,8,52210,78039,Farmer,Arranged,Rural,Nuclear,632865
Karnataka,SC,Hindu,33,21,17,12,126278,51964,Business,Love,Urban,Nuclear,512837
Karnataka,ST,Muslim,26,25,16,15,118344,56584,Farmer,Arranged,Urban,Joint,810894
Gujarat,SC,Christian,32,19,11,16,48791,9986,Unemployed,Love,Urban,Joint,14611
Uttar Pradesh,ST,Sikh,26,30,12,10,82470,62908,Govt Job,Arranged,Urban,Nuclear,905149
Uttar Pradesh,OBC,Hindu,28,24,20,15,139513,47345,Business,Love,Urban,Nuclear,734753
Punjab,General,Hindu,24,19,15,19,93681,8457,Farmer,Love,Rural,Nuclear,620401
Karnataka,SC,Hindu,26,19,12,10,42971,35091,Govt Job,Arranged,Rural,Joint,470650
Rajasthan,ST,Christian,22,18,15,12,120638,44288,Farmer,Arranged,Rural,Joint,817631
Haryana,OBC,Muslim,28,25,13,17,87481,74210,Business,Love,Rural,Joint,596387
Rajasthan,ST,Muslim,27,18,20,8,63026,79331,Business,Love,Urban,Nuclear,211084
Gujarat,OBC,Muslim,23,25,19,11,116199,60966,Private Job,Arranged,Rural,Nuclear,1287458
Rajasthan,OBC,Muslim,30,30,13,11,44135,42489,Unemployed,Love,Urban,Joint,148111
Tamil Nadu,ST,Christian,25,21,11,20,138032,68373,Private Job,Love,Urban,Nuclear,341269
Tamil Nadu,SC,Muslim,27,20,15,10,74546,17462,Private Job,Arranged,Urban,Nuclear,592851
Gujarat,SC,Sikh,27,21,14,13,36723,8224,Farmer,Arranged,Urban,Nuclear,313411
Punjab,General,Christian,35,27,14,16,75383,14702,Business,Love,Rural,Joint,526139
Rajasthan,ST,Muslim,31,19,20,10,18995,30506,Business,Arranged,Urban,Joint,143643
Tamil Nadu,OBC,Hindu,30,18,19,20,112486,59969,Farmer,Arranged,Rural,Nuclear,1265645
Rajasthan,ST,Sikh,23,26,11,12,32974,55555,Govt Job,Love,Urban,Joint,90090
Rajasthan,ST,Hindu,27,18,20,12,120389,27349,Govt Job,Arranged,Urban,Joint,1321474
Tamil Nadu,ST,Muslim,33,21,15,12,112283,70895,Private Job,Arranged,Rural,Joint,756683
Karnataka,General,Christian,24,25,14,14,83597,77370,Business,Love,Rural,Joint,590567
Bihar,ST,Muslim,27,28,12,20,128642,59838,Private Job,Love,Urban,Joint,392915
Tamil Nadu,General,Christian,35,23,12,17,33983,2661,Govt Job,Arranged,Urban,Nuclear,719116
Maharashtra,ST,Christian,30,20,11,11,127664,69416,Unemployed,Arranged,Urban,Nuclear,526176
Gujarat,SC,Christian,22,30,17,19,123995,42703,Govt Job,Arranged,Urban,Joint,1680380
Tamil Nadu,General,Christian,29,18,15,20,77985,74938,Farmer,Arranged,Rural,Nuclear,882957
Gujarat,ST,Hindu,21,22,10,12,117277,8399,Farmer,Love,Urban,Joint,307249
Uttar Pradesh,OBC,Muslim,30,29,13,8,23604,65748,Govt Job,Love,Urban,Nuclear,168050
Kerala,SC,Hindu,22,28,18,19,145918,79608,Farmer,Love,Rural,Joint,479712
Kerala,OBC,Sikh,30,22,17,9,24336,59945,Farmer,Arranged,Urban,Nuclear,274818
Bihar,OBC,Sikh,29,26,16,8,17437,69381,Private Job,Arranged,Rural,Nuclear,199882
Tamil Nadu,ST,Sikh,26,18,15,19,48193,16106,Govt Job,Arranged,Urban,Joint,484420
Punjab,General,Muslim,22,25,17,8,34379,21520,Unemployed,Arranged,Rural,Nuclear,443833
Bihar,General,Muslim,33,28,17,20,106952,64718,Unemployed,Arranged,Rural,Nuclear,792294
